name,path,emotion,text
06_happiness_enthusiasm h_052,06_happiness_enthusiasm/06_happiness_enthusiasm h_052.wav,happiness,Поэтому я помогаю продвигать его продукт и помогаю продавать его дома.
27_neutral_fear_f_050,neutral_fear_27/27_neutral_fear_f_050.wav,fear,А вы хотите отправить меня в отпуск? За свой счёт.
11_anger_disgust d_050,11_disgust_anger/11_anger_disgust d_050.wav,disgust,Какой торг? Ты о чём?
18_happiness_neutral_h_010,happiness_neutral_18/18_happiness_neutral_h_010.wav,happiness,Привет!
10_happiness_anger a_020,10_happiness_anger/10_happiness_anger a_020.wav,anger,"Интересно, какую мне бы хотелось знать? Кулер починил?"
47_enthusiasm_sadness_e_010,enthusiasm_sadness_47/47_enthusiasm_sadness_e_010.wav,enthusiasm,Здравствуйте! А какой телевизор вы себе присматриваете?
27_neutral_fear_n_010,neutral_fear_27/27_neutral_fear_n_010.wav,neutral,"Анна Сергеевна, я вас вызвал, вы, наверное, догадываетесь, почему."
17_neutral_disgust_d_120,neutral_disgust_17/17_neutral_disgust_d_120.wav,disgust,"Девушка, вы всё сказали! Девушка, вы всё сказали! Вы занимаете просто моё время! Ничего не говоря мне вообще! Возьмите и положите трубку! И больше мне не звоните!"
01_happiness_anger h_071,01_happiness_anger/01_happiness_anger h_071.wav,happiness,"Да, 25-летие, но будет ещё 26-летие, 27-летие, и мы будем с тобой отмечать. И не только здесь, везде, где только сможем."
05_neutral_fear n_070,05_neutral_fear/05_neutral_fear n_070.wav,neutral,А куда мой муж?
34_anger_fear_f_100,anger_fear_34/34_anger_fear_f_100.wav,fear,Ну я ехала вперед.
50_enthusiasm_sadness_s_120,enthusiasm_sadness_50/50_enthusiasm_sadness_s_120.wav,sadness,Да ничего себе увольнение! Чем я детей кормить буду?
40_enthusiasm_fear_f_030,enthusiasm_fear_40/40_enthusiasm_fear_f_030.wav,fear,Он такой неразговорчивый.
19_anger_disgust_d_130,anger_disgust_19/19_anger_disgust_d_130.wav,disgust,"Вам привезли то, что вы заказали."
26_enthusiasm_happiness_e_070,enthusiasm_happiness_26/26_enthusiasm_happiness_e_070.wav,enthusiasm,"Там где тепло и можно купаться. Я с тобой везде поеду, любимый!"
45_happiness_sadness_s_190,happiness_sadness_45/45_happiness_sadness_s_190.wav,sadness,"Посмотрим, что ты будешь потом говорить"
35_neutral_fear_f_020,neutral_fear_35/35_neutral_fear_f_020.wav,fear,Меня зовут Алина
19_anger_disgust_a_120,anger_disgust_19/19_anger_disgust_a_120.wav,anger,"Вот и решай вопросы! Давай мне фартук! Хорошо, решай вопрос! Куда угодно, а мне сейчас, чтоб был фартук!"
19_anger_disgust_d_140,anger_disgust_19/19_anger_disgust_d_140.wav,disgust,"Вы заказали товар, где расцветка может быть абсолютно любая."
20_disgust_enthusiasm_e_090,disgust_enthusiasm_20/20_disgust_enthusiasm_e_090.wav,enthusiasm,"Да, я беременна от него."
18_happiness_neutral_h_190,happiness_neutral_18/18_happiness_neutral_h_190.wav,happiness,"Очень на это надеюсь и очень надеюсь, что коллектив меня примет."
47_enthusiasm_sadness_s_090,enthusiasm_sadness_47/47_enthusiasm_sadness_s_090.wav,sadness,"А скажите, вот этот вот 70, это вот там вот чуть дальше, который вдали я вижу, он так как бы не очень далеко выглядит. Может мы пройдём поближе, посмотрим."
22_fear_anger_a_130,fear_anger_22/22_fear_anger_a_130.wav,anger,"потянем время, опоздаем, будем ждать когда солнце..."
26_enthusiasm_happiness_e_050,enthusiasm_happiness_26/26_enthusiasm_happiness_e_050.wav,enthusiasm,"Фламинго, может быть, да? Что-то там."
47_enthusiasm_sadness_s_070,enthusiasm_sadness_47/47_enthusiasm_sadness_s_070.wav,sadness,"А нельзя как-то дешевле сделать? Ну 300 тысяч это конечно... Да я понимаю, что он стоит 300 тысяч, но может вы войдете в положение, может быть у вас акции какие-то есть."
02_anger_sadness a_020,02_anger_sadness/02_anger_sadness a_020.wav,anger,"В порядке. Нет, подожди, в порядке. То есть вот это соответствие ты считаешь в порядке. И что значит непонятно? Я за что тебе зарплату плачу?"
37_enthusiasm_neutral_e_100,enthusiasm_neutral_37/37_enthusiasm_neutral_e_100.wav,enthusiasm,"Вы поворачиваете ключ зажигания. Отлично. И когда машина завелась, мы можем начать движение. Поехали."
31_fear_enthusiasm_e_020,fear_enthusiasm_31/31_fear_enthusiasm_e_020.wav,enthusiasm,"Мам, час ночи. Мне 17 лет."
26_enthusiasm_happiness_h_060,enthusiasm_happiness_26/26_enthusiasm_happiness_h_060.wav,happiness,"Это в Африке, наверное. Да ты хочешь в Африку?"
38_happiness_neutral_h_010,happiness_neutral_38/38_happiness_neutral_h_010.wav,happiness,"Здравствуйте! Да, конечно, я согласен."
47_enthusiasm_sadness_e_091,enthusiasm_sadness_47/47_enthusiasm_sadness_e_091.wav,enthusiasm,Сами... Как он вам?
10_happiness_anger a_040,10_happiness_anger/10_happiness_anger a_040.wav,anger,"Я не знаю, что там тебя радует, но я сейчас обязательно пойду к главному, и ты с этой должности слетишь. Как пробка из бутылки."
07_fear_neutral f_110,07_fear_neutral/07_fear_neutral f_110.wav,fear,"Так вот задумался, вообще нехорошо вышло."
34_anger_fear_a_030,anger_fear_34/34_anger_fear_a_030.wav,anger,"У тебя права есть вообще? Есть. Боже мой, где ты эту Колымагу достала?"
36_disgust_happiness_h_090,disgust_happiness_36/36_disgust_happiness_h_090.wav,happiness,"Ну, поставить там, может, более современную видеокарту. А процессор можно заменить?"
13_neutral_enthusiasm_n_042,neutral_enthusiasm_13/13_neutral_enthusiasm_n_042.wav,neutral,"В него включены безлимитные соцсети и безлимитные мессенджеры плюс безлимитные сообщения, то есть тариф можно назвать полным безлимитом."
44_neutral_anger_a_080,neutral_anger_44/44_neutral_anger_a_080.wav,anger,"Я не собираюсь отходить, я не собираюсь, пусть очередь ждёт Если ты такая бестолковая, кассиршая, я не виновата Я сейчас звоню твоему начальнику, завтра... завтрашнего дня ты здесь работать не будешь, поняла меня?"
06_happiness_enthusiasm e_050,06_happiness_enthusiasm/06_happiness_enthusiasm e_050.wav,enthusiasm,"О, интересно, скажи, пожалуйста, а газобетон или шлакоблоки, он этим тоже занимается?"
34_anger_fear_a_040,anger_fear_34/34_anger_fear_a_040.wav,anger,Куда ты ехала? Куда ты ехала? Ты мне машину разбила! Разбила мою машину!
47_enthusiasm_sadness_e_070,enthusiasm_sadness_47/47_enthusiasm_sadness_e_070.wav,enthusiasm,Нужно в кредит. Хотите в кредит.
45_happiness_sadness_s_080,happiness_sadness_45/45_happiness_sadness_s_080.wav,sadness,"Я ж тебе рассказывала, я ж тебе рассказывала, все аналитики, я тебе статьи присылала, показывала, что они... Что все предрекают, что они выиграют, как бы, ну они последние... Да ты решила за наших вообще поставить, зачем? Ну они недавно выиграли!"
09_neutral_happiness n_071,09_neutral_happiness/09_neutral_happiness n_071.wav,neutral,"Да, конечно, расскажу, потому что вы можете микшировать свет освещения вашей кухни так, как вам будет угодно до момента времени, потому что, например, если у вас настроение вот так вот,"
49_sadness_happiness_s_060,sadness_happiness_49/49_sadness_happiness_s_060.wav,sadness,"Я стараюсь больше всех. Если у меня будет ведро, я быстро помою и получу Чиуи."
07_fear_neutral f_150,07_fear_neutral/07_fear_neutral f_150.wav,fear,"Вот, а вы запишите."
43_enthusiasm_neutral_n_010,enthusiasm_neutral_43/43_enthusiasm_neutral_n_010.wav,neutral,Здравствуйте! Присаживайтесь. Какая вакансия вас интересует?
32_happiness_enthusiasm_h_031,happiness_enthusiasm_32/32_happiness_enthusiasm_h_031.wav,happiness,"5 тысяч, целые 5 тысяч, представляешь? А купила билет, билет за 100 рублей. Представляешь, не было денег на карте, пошла и взяла за наличное. Думаю, ну зачем мне этот билет? Опердевщица!"
03_disgust_neutral n_081,03_disgust_neutral/03_disgust_neutral n_081.wav,neutral,"Никаких обязательств. В случае сбора на ремонт, на учебники или на обновление классов это добровольно и решается общим коллегиальным мнением родителей."
44_neutral_anger_a_120,neutral_anger_44/44_neutral_anger_a_120.wav,anger,"На каком основании вы не принимаете мою купюру, скажите? Покажите мне закон! А покажите мне закон, где написано, что нельзя принимать надорванную купюру. Покажите мне закон, пожалуйста! Хорошо, я уйду. Покажите мне закон!"
42_anger_fear_f_040,anger_fear_42/42_anger_fear_f_040.wav,fear,"Если бы у вас были дети, вы бы поняли, что ребёнок маленький — это постоянный шум, он у меня гиперактивен, поймите это."
30_fear_happiness_h_010,fear_happiness_30/30_fear_happiness_h_010.wav,happiness,"Валерий Владимирович, добрый день! Можно к вам?"
07_fear_neutral n_190,07_fear_neutral/07_fear_neutral n_190.wav,neutral,"Спасибо большое. Вы, кстати, не переживайте, я думаю, что всё будет хорошо."
32_happiness_enthusiasm_e_040,happiness_enthusiasm_32/32_happiness_enthusiasm_e_040.wav,enthusiasm,"Зато не пожалела, да?"
27_neutral_fear_n_050,neutral_fear_27/27_neutral_fear_n_050.wav,neutral,"Я хочу лучше, я хочу, чтобы вы отдохнули наконец, вы же наверное устали очень сильно работать у нас."
09_neutral_happiness h_072,09_neutral_happiness/09_neutral_happiness h_072.wav,happiness,вот об этой части с оборудованием. Интересные шкафчики.
44_neutral_anger_a_110,neutral_anger_44/44_neutral_anger_a_110.wav,anger,"Банк от вас недалеко. Извините, вы кассир, вы каждый раз деньги в банк носите. Почему вы сейчас не можете отнести? Я не можу."
18_happiness_neutral_n_120,happiness_neutral_18/18_happiness_neutral_n_120.wav,neutral,"Тоже верно, придется тебе успевать всё делать."
29_happiness_fear_h_050,happiness_fear_29/29_happiness_fear_h_050.wav,happiness,"Мы привозим только то, мы привозим всё самое лучшее, специально для вас. Женщина, вам понравится!"
22_fear_anger_f_170,fear_anger_22/22_fear_anger_f_170.wav,fear,"Не знаю, что делать. Здорово!"
24_sadness_enthusiasm_s_070,sadness_enthusiasm_24/24_sadness_enthusiasm_s_070.wav,sadness,"Ну, можно по спине, конечно."
25_anger_disgust_d_051,anger_disgust_25/25_anger_disgust_d_051.wav,disgust,"Хорошо, вы можете мне грубить, вы можете бросать трубку, но повторяю, что у нас очень большие возможности, мы всё знаем о вас, знаем, какие у вас есть объекты, у вас есть деньги, мы знаем об этом, вы просто."
36_disgust_happiness_d_090,disgust_happiness_36/36_disgust_happiness_d_090.wav,disgust,"Что вы хотите, чтобы я сделал? Что вы от меня хотите?"
22_fear_anger_a_030,fear_anger_22/22_fear_anger_a_030.wav,anger,"Да ничего ты не забыла, всё нормально, ты просто в дерьме"
46_sadness_disgust_s_050,sadness_disgust_46/46_sadness_disgust_s_050.wav,sadness,"Ну вот детей нужно в первую очередь учить. Сейчас вообще дети, они как будто бы невоспитанные. Их не воспитывать."
04_fear_enthusiasm e_050,04_fear_enthusiasm/04_fear_enthusiasm e_050.wav,enthusiasm,"но он меньше гораздо, чем я заказывала. Так, а вы не подскажете, там еще должна быть подставка под него."
33_sadness_disgust_d_140,sadness_disgust_33/33_sadness_disgust_d_140.wav,disgust,"Знаешь, внешность обманчивая, если б я тебя не знала столько лет, извини меня. Я слышала прекрасное, видела, что ты в интернете за мной пасёшь."
25_anger_disgust_a_030,anger_disgust_25/25_anger_disgust_a_030.wav,anger,"Прошу прощения, повторяю, я давно уже закрыла этот долг. У меня есть подтверждающий документ."
40_enthusiasm_fear_f_110,enthusiasm_fear_40/40_enthusiasm_fear_f_110.wav,fear,отжимания от пола
46_sadness_disgust_d_041,sadness_disgust_46/46_sadness_disgust_d_041.wav,disgust,"И вы считаете, что она может следить за порядком у нас в доме? Ну, ладно, за порядком в доме, ну а на улице, пройдите по улице, что это такое? Везде мусор, возле урн, мимо урн."
24_sadness_enthusiasm_e_010,sadness_enthusiasm_24/24_sadness_enthusiasm_e_010.wav,enthusiasm,"Первый раз в баню сегодня попал. Интересно, рад, что ты меня пригласил."
06_happiness_enthusiasm h_030,06_happiness_enthusiasm/06_happiness_enthusiasm h_030.wav,happiness,"Слушай, какой тут красивый парк! Сейчас осень и всё такое жёлтое и красное и такое всё играющее. И я так счастлива, что я тебя сегодня встретила и могу поделиться с тобой этой радостью!"
08_sadness_anger a_040,08_sadness_anger/08_sadness_anger a_040.wav,anger,Замечательно! И именно поэтому я вам должна снова показывать по 40 объектов в день!
45_happiness_sadness_h_010,happiness_sadness_45/45_happiness_sadness_h_010.wav,happiness,Ура! Гол! Да! Они выиграли!
45_happiness_sadness_h_180,happiness_sadness_45/45_happiness_sadness_h_180.wav,happiness,"Давай ты у меня займешься, поставишь, а потом еще сверху дашь"
20_disgust_enthusiasm_e_080,disgust_enthusiasm_20/20_disgust_enthusiasm_e_080.wav,enthusiasm,Валерий не мог. Неужели Валерий?
42_anger_fear_a_090,anger_fear_42/42_anger_fear_a_090.wav,anger,"Ещё и больной, наверное, да. Пьёт таблетки. Ну вы вообще следите за своим ребёнком! Это нормально. Мне спать нужно! Мне нужен нормальный, полноценный отдых! Я весь день торчу на работе! Я очень устаю там!"
08_sadness_anger s_080,08_sadness_anger/08_sadness_anger s_080.wav,sadness,"Да вы что, 15 миллионов?"
11_anger_disgust d_020,11_disgust_anger/11_anger_disgust d_020.wav,disgust,Ты собираешься ехать куда-то?
23_happiness_neutral_h_100,happiness_neutral_23/23_happiness_neutral_h_100.wav,happiness,"А вот понимаешь, когда есть целый спектакль, но там этот номер не предусмотрен, да? Мы с тобой вместе выучим, я тебе помогу, и я этот номер включу в программу, хочешь?"
18_happiness_neutral_h_040,happiness_neutral_18/18_happiness_neutral_h_040.wav,happiness,"В ДГТУ, как и хотела! Все экзамены позади! Ура! Все это закончилось!"
12_sadness_disgust_d_110,sadness_disgust_12/12_sadness_disgust_d_110.wav,disgust,"На гитаре? Не, ну я понимаю, ещё фортепиано там было бы, я ещё понимаю. А гитара? Ну что это такое за инструмент? Пусть приходит и учит английский язык, это хотя бы в жизни пригодится."
45_happiness_sadness_h_040,happiness_sadness_45/45_happiness_sadness_h_040.wav,happiness,"Да ладно, ты сама же решила на него"
20_disgust_enthusiasm_d_070,disgust_enthusiasm_20/20_disgust_enthusiasm_d_070.wav,disgust,Валера рассказал!
36_disgust_happiness_h_110,disgust_happiness_36/36_disgust_happiness_h_110.wav,happiness,"Но компьютер-то хороший. Вот посмотрите, у него клавиатура с LED-подсветкой мигает разными огоньками."
49_sadness_happiness_h_090,sadness_happiness_49/49_sadness_happiness_h_090.wav,happiness,"Ну, вообще-то мне тоже нужно. У меня клиент заплатит чаевые больше, чем у тебя зарплата в два раза."
45_happiness_sadness_s_201,happiness_sadness_45/45_happiness_sadness_s_201.wav,sadness,"Да, и что, и потом, чтобы я ищу ещё больше, да, тебе должна быть? Ну а вдруг ты выиграешь? Знаешь, ну я всё понимаю, но не надо так пользоваться своим положением. Ты знаешь прекрасно, что у меня сейчас трудности. Да, и ты знаешь прекрасно, что у меня в семье сейчас трудности, да."
44_neutral_anger_n_160,neutral_anger_44/44_neutral_anger_n_160.wav,neutral,"пожалуйста, дайте мне другую купюру, либо отойдите"
14_anger_fear_a_090,anger_fear_14/14_anger_fear_a_090.wav,anger,"А зачем? Боже, не унижайте! Зачем мне перед вами... Зачем вы будете передо мной вставать на колени? Это вообще недопустимо!"
18_happiness_neutral_n_050,happiness_neutral_18/18_happiness_neutral_n_050.wav,neutral,"Да, действительно. Ну, поздравляю, что у тебя именно такое восприятие мира, и ты именно это хочешь делать."
13_neutral_enthusiasm_e_060,neutral_enthusiasm_13/13_neutral_enthusiasm_e_060.wav,enthusiasm,"Подскажите, а вот на тех тарифах, которые вы озвучили, предположительно, со скидкой, что там меняется или нет?"
25_anger_disgust_a_020,anger_disgust_25/25_anger_disgust_a_020.wav,anger,"Ну вы уже просто достали звонить. Я уже не раз вам говорила, за мной нет никакого долга. Я выплатила его два года назад."
36_disgust_happiness_d_030,disgust_happiness_36/36_disgust_happiness_d_030.wav,disgust,"Да, я программист."
33_sadness_disgust_d_040,sadness_disgust_33/33_sadness_disgust_d_040.wav,disgust,"Какая тебе разница, что я хочу? Я вообще замужем. Ты мне платье испортил на выпускной, помнишь?"
05_neutral_fear f_030,05_neutral_fear/05_neutral_fear f_030.wav,fear,"Слушай, какой ужас каждый вечер. Не, я сегодня просто подзадержалась на работе и получилось, что позже ушла и вот теперь вообще не сядешь, наверное, на автобус. Что же делать-то?"
33_sadness_disgust_s_010,sadness_disgust_33/33_sadness_disgust_s_010.wav,sadness,"Машенька, привет!"
32_happiness_enthusiasm_h_020,happiness_enthusiasm_32/32_happiness_enthusiasm_h_020.wav,happiness,"Ну да, я выиграла, знаешь во что? В батарее!"
04_fear_enthusiasm f_080,04_fear_enthusiasm/04_fear_enthusiasm f_080.wav,fear,"Как же? Вы же заказали, я вам уже привез, уже вы посмотрели, что все в порядке с ним. Давайте вы все-таки распишитесь и отдадите деньги, и все-таки я уеду."
19_anger_disgust_d_150,anger_disgust_19/19_anger_disgust_d_150.wav,disgust,До свидания! Всего вам доброго!
33_sadness_disgust_s_020,sadness_disgust_33/33_sadness_disgust_s_020.wav,sadness,Я сам захотел.
12_sadness_disgust_d_050,sadness_disgust_12/12_sadness_disgust_d_050.wav,disgust,троечку несчастную вот эту вот нужно заработать еще как-то как вы себе это представляете
18_happiness_neutral_h_030,happiness_neutral_18/18_happiness_neutral_h_030.wav,happiness,Я поступила! Наконец-то!
31_fear_enthusiasm_e_040,fear_enthusiasm_31/31_fear_enthusiasm_e_040.wav,enthusiasm,"Мам, он выпал, когда мы ездили на мотоцикле."
04_fear_enthusiasm e_090,04_fear_enthusiasm/04_fear_enthusiasm e_090.wav,enthusiasm,"Да, ну я бы хотела передать вам деньги в спальне. Проходите, пожалуйста, туда."
01_happiness_anger h_072,01_happiness_anger/01_happiness_anger h_072.wav,happiness,"Ну и что, что здесь далеко мы ехали сюда, ну и что, что эти себуяны, зато мы вместе. Ты оделась, накрасилась, я наконец-то привёл себя в порядок. Давай насладимся друг другом."
19_anger_disgust_a_060,anger_disgust_19/19_anger_disgust_a_060.wav,anger,Да пусть у вас указано что угодно! Мне дайте фартук! Мой с мопсами! А вы что мне привезли?! Фартук с голой бабой!
24_sadness_enthusiasm_s_140,sadness_enthusiasm_24/24_sadness_enthusiasm_s_140.wav,sadness,Ну да...
34_anger_fear_a_180,anger_fear_34/34_anger_fear_a_180.wav,anger,Они приедут и оштрафуют тебя на полторы тысячи сразу же. Они сразу же из тебя возьмут полторы тысячи. А потом ты судиться со мной будешь два года. И получишь две тысячи.
43_enthusiasm_neutral_n_080,enthusiasm_neutral_43/43_enthusiasm_neutral_n_080.wav,neutral,"Да, это фиксированный оклад у нас такой."
50_enthusiasm_sadness_e_110,enthusiasm_sadness_50/50_enthusiasm_sadness_e_110.wav,enthusiasm,"Я точно тебе говорю, вот надо сходить к гадалке. Я последний раз ходил на гадали повышения. Я думаю, что у тебя такая же будет история. Всех, кого увольняют, у нас все идут с повышением. Ты еще и гадалка сюда."
13_neutral_enthusiasm_e_051,neutral_enthusiasm_13/13_neutral_enthusiasm_e_051.wav,enthusiasm,"Вы знаете, я очень довольна вашей компанией, но мне хотелось бы, чтобы к этому тарифу еще были подключены некоторые услуги."
43_enthusiasm_neutral_n_060,enthusiasm_neutral_43/43_enthusiasm_neutral_n_060.wav,neutral,Это будет длиться полтора месяца.
01_happiness_anger a_050,01_happiness_anger/01_happiness_anger a_050.wav,anger,"Я ехала сюда час, по ужасным пробкам, по ухабистым дорогам, для того, чтобы выслушать от тебя, что ты не можешь за всё это заплатить?"
07_fear_neutral f_081,07_fear_neutral/07_fear_neutral f_081.wav,fear,"Здесь какой адрес? Я подождите, сейчас соображу. Ага."
30_fear_happiness_h_070,fear_happiness_30/30_fear_happiness_h_070.wav,happiness,"Это коттедж и посёлок! Понимаете, что это очень круто, это очень здорово!"
47_enthusiasm_sadness_e_080,enthusiasm_sadness_47/47_enthusiasm_sadness_e_080.wav,enthusiasm,"Да, есть акция, но в два раза меньше телевизор будет. Вот 42 дюйма. Посмотрите, какой симпатичный. Sony, черный корпус, с доступом в интернет. Как вам такой телевизор?"
17_neutral_disgust_d_091,neutral_disgust_17/17_neutral_disgust_d_091.wav,disgust,"Девушка, только сейчас, только для вас, я столько раз это слышала и каждый раз получается, извините меня, не то что нужно. Вы говорите сначала одно, а потом говорите другое, вернее на поверху получается совершенно другое, просто не то, то о чем вы говорите. Я знаю, что я показала себя."
43_enthusiasm_neutral_n_030,enthusiasm_neutral_43/43_enthusiasm_neutral_n_030.wav,neutral,"Прежде чем узнавать о зарплате, я вам хочу сказать, что мы не берем людей без опыта работы."
20_disgust_enthusiasm_e_010,disgust_enthusiasm_20/20_disgust_enthusiasm_e_010.wav,enthusiasm,Здравствуйте! А на каком основании вы меня обзываете?
11_anger_disgust d_140,11_disgust_anger/11_anger_disgust d_140.wav,disgust,"Да нет, нормальные люди вообще катаются. Да, в отличие от некоторых."
13_neutral_enthusiasm_n_050,neutral_enthusiasm_13/13_neutral_enthusiasm_n_050.wav,neutral,Я могу вам предложить тариф мой онлайн. Там 20 гигабайт и также 300 минут. Он может вам обойтись в 250 рублей с учетом 50% скидки. Вам идет или вам еще дешевле нужно?
29_happiness_fear_h_080,happiness_fear_29/29_happiness_fear_h_080.wav,happiness,"Если не нужно, мы не будем вам привозить."
04_fear_enthusiasm f_062,04_fear_enthusiasm/04_fear_enthusiasm f_062.wav,fear,"Всё на месте, вот вся инструкция, вот всё на месте, держите."
35_neutral_fear_f_030,neutral_fear_35/35_neutral_fear_f_030.wav,fear,"Ну, я не знаю, с чего начать... Вообще..."
39_sadness_anger_s_050,sadness_anger_39/39_sadness_anger_s_050.wav,sadness,"Вы же скорая помощь! Приезжайте, пожалуйста! Возможно, вы что-то ему уколите Пожалуйста!"
31_fear_enthusiasm_e_120,fear_enthusiasm_31/31_fear_enthusiasm_e_120.wav,enthusiasm,"Мама, всё хорошо, я тебе дам номера, подпишу их, и ты в следующий раз не будешь переживать."
08_sadness_anger s_140,08_sadness_anger/08_sadness_anger s_140.wav,sadness,"Ну извините, сейчас ипотека очень сильно подорожала, поэтому я, к сожалению, не могу вам предложить больше денег."
49_sadness_happiness_s_070,sadness_happiness_49/49_sadness_happiness_s_070.wav,sadness,"Ну дай мне ведро, пожалуйста!"
29_happiness_fear_f_080,happiness_fear_29/29_happiness_fear_f_080.wav,fear,"Я боюсь, что четвёртое пятом не нужно. Мне нужно вот только..."
23_happiness_neutral_h_070,happiness_neutral_23/23_happiness_neutral_h_070.wav,happiness,"А что ж ты раньше молчала? Я б тебя обязательно пригласила. Но в этот раз всё будет только для тебя. Все цветы, аплодисменты — всё только для тебя."
13_neutral_enthusiasm_e_030,neutral_enthusiasm_13/13_neutral_enthusiasm_e_030.wav,enthusiasm,"Мне бы, если честно, то безлимитный интернет."
01_happiness_anger a_030,01_happiness_anger/01_happiness_anger a_030.wav,anger,"Ты думаешь, что мы будем сейчас есть вот эту сырую рыбу и получать удовольствие? Да ну! Лучше пошли бы суши какие-нибудь поели в другом месте."
24_sadness_enthusiasm_s_130,sadness_enthusiasm_24/24_sadness_enthusiasm_s_130.wav,sadness,Да что тут может уже быть в этой жизни интересного?
07_fear_neutral n_020,07_fear_neutral/07_fear_neutral n_020.wav,neutral,"Да, я извиняюсь, что я переслала в дорогу."
20_disgust_enthusiasm_d_090,disgust_enthusiasm_20/20_disgust_enthusiasm_d_090.wav,disgust,"А что? Муж не может своей жене рассказать, что ли?"
15_enthusiasm_sadness_e_031,enthusiasm_sadness_15/15_enthusiasm_sadness_e_031.wav,enthusiasm,"Хорошо, если вы не уверены насчёт своего уровня, вы можете записаться к нам на тестирование, и преподаватели выявив."
06_happiness_enthusiasm h_042,06_happiness_enthusiasm/06_happiness_enthusiasm h_042.wav,happiness,"Очень скоро, через месяц, я получу необходимые знания и смогу применять их в своей работе. А сегодня позвонил друг моего отца и сказал, что он готов взять меня уже со постоянным окладом."
23_happiness_neutral_n_160,happiness_neutral_23/23_happiness_neutral_n_160.wav,neutral,Меня смущает дата.
45_happiness_sadness_s_010,happiness_sadness_45/45_happiness_sadness_s_010.wav,sadness,"Блин, ну куда ты бежишь, идиот?"
49_sadness_happiness_h_010,sadness_happiness_49/49_sadness_happiness_h_010.wav,happiness,Мне тоже ведро нужно.
10_happiness_anger h_040,10_happiness_anger/10_happiness_anger h_040.wav,happiness,"Ну, вовсе нет, конечно же, но всё-таки я выполняю свою работу хорошо, и это радует."
19_anger_disgust_d_070,anger_disgust_19/19_anger_disgust_d_070.wav,disgust,"Женщина, мы не можем вернуть вам деньги за товар в безвестной причине. Вы же подписывали онлайн договор о невозврате товара, если не будет каких-то браков. То есть, всё в порядке."
45_happiness_sadness_h_110,happiness_sadness_45/45_happiness_sadness_h_110.wav,happiness,"Давай, я тебе могу ещё и занять, в принципе."
22_fear_anger_f_080,fear_anger_22/22_fear_anger_f_080.wav,fear,Что ты всё на меня злишься и кричишь?
32_happiness_enthusiasm_h_060,happiness_enthusiasm_32/32_happiness_enthusiasm_h_060.wav,happiness,"Ну, может повезет, а может нет. А я хочу, чтобы запомнилось."
19_anger_disgust_d_020,anger_disgust_19/19_anger_disgust_d_020.wav,disgust,"Подскажите, пожалуйста, номер вашего заказа."
44_neutral_anger_a_020,neutral_anger_44/44_neutral_anger_a_020.wav,anger,"Девушка, извините, я кассиром работала, я знаю. Вы должны принять купюру и отнести ее в банк и поменять."
04_fear_enthusiasm f_130,04_fear_enthusiasm/04_fear_enthusiasm f_130.wav,fear,ну честно говоря как обычным любым другим пультом телевизора скорее всего ну вот красная кнопка включения выключения остальные функции можно посмотреть в инструкции
40_enthusiasm_fear_e_070,enthusiasm_fear_40/40_enthusiasm_fear_e_070.wav,enthusiasm,"Да ты что! Тебе очень засчитают, да!"
48_fear_disgust_f_040,fear_disgust_48/48_fear_disgust_f_040.wav,fear,"Вот этот момент, ну помнишь, как вот эта вот панночка на гробу летала и билась вот в эту стену, и такая бледная кожа у неё была? Ну, страшно, правда страшно!"
32_happiness_enthusiasm_e_020,happiness_enthusiasm_32/32_happiness_enthusiasm_e_020.wav,enthusiasm,"Я тоже очень рада тебя видеть. Ты такая счастливая, что-то случилось?"
48_fear_disgust_d_020,fear_disgust_48/48_fear_disgust_d_020.wav,disgust,"Фууу, Таня, советская вот эта..."
44_neutral_anger_n_120,neutral_anger_44/44_neutral_anger_n_120.wav,neutral,"эти деньги, заклейте купюру и можете в принципе работать."
50_enthusiasm_sadness_s_090,enthusiasm_sadness_50/50_enthusiasm_sadness_s_090.wav,sadness,"Да всё хорошо. Ну вот сработай, что делать мне?"
28_disgust_enthusiasm_e_030,disgust_enthusiasm_28/28_disgust_enthusiasm_e_030.wav,enthusiasm,"Ну, а где он?"
21_happiness_anger_a_040,happiness_anger_21/21_happiness_anger_a_040.wav,anger,"Да. Так, мне салат оливье, белые грибы в сметане, вот тут у вас написано, и скалоп."
43_enthusiasm_neutral_n_140,enthusiasm_neutral_43/43_enthusiasm_neutral_n_140.wav,neutral,"И еще нам нужна сан книжка. Ее необходимо сделать до начала вашего обучения, потому что у нас продуктовый магазин."
41_fear_disgust_d_040,fear_disgust_41/41_fear_disgust_d_040.wav,disgust,"Ну дела, семья, ну у всех это есть, ну и что, ну можно было выучить. Ну хорошо, если не получается выучить, можно попробовать там как-то договориться с ним."
09_neutral_happiness n_074,09_neutral_happiness/09_neutral_happiness n_074.wav,neutral,"Может быть, возьмёте кальянчик, о чём-нибудь подумаете, может быть, книжечку. Ну, вот как бы всё здесь устроено для того, чтобы вам было комфортно, уютно и, самое главное, функционально."
04_fear_enthusiasm e_110,04_fear_enthusiasm/04_fear_enthusiasm e_110.wav,enthusiasm,"Так, ну хорошо, скажите, а пульт у этого телевизора есть?"
47_enthusiasm_sadness_s_050,enthusiasm_sadness_47/47_enthusiasm_sadness_s_050.wav,sadness,"Ну, модель хорошая, но, наверное, он очень дорогой. Только он стоит."
